CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdSupport;LbSupport;CdFractionAnalysee;LbFractionAnalysee;CdPrelevement;DatePrel;HeurePrel;DateAna;HeureAna;CdParametre;LbLongParamètre;RsAna;CdUniteMesure;SymUniteMesure;CdRqAna;MnemoRqAna;CdInsituAna;LbInsituAna;ProfondeurPrel;CdDifficulteAna;MnemoDifficulteAna;LdAna;LqAna;LsAna;IncertAna;CdMetFractionnement;NomMetFractionnement;CdMethode;NomMethode;RdtExtraction;CdMethodeExtraction;NomMethodeExtraction;CdAccreAna;MnemoAccredAna;AgreAna;CdStatutAna;MnemoStatutAna;CdQualAna;LbQualAna;CommentairesAna;ComResultatAna;CdRdd;NomRdd;CdProducteur;NomProducteur;CdPreleveur;NomPreleveur;CdLaboratoire;NomLaboratoire
"03063000";"LA SEINE A ABLON-SUR-SEINE 2";"3";"Eau";"3";"Phase aqueuse de l'eau (filtrée, centrifugée...)";"20240318180133-PC-566882";2024-04-17;10:27:00;2024-04-18;08:43:00;"1335";"Ammonium";"0.045";"169";"mg(NH4)/L";"1";"Résultat > seuil de quantification et < au seuil de saturation";"2";"Laboratoire";;"0";"Difficultés inconnues";0.003;0.01;;40;;;"359";"Qualité de l'eau - Dosage de l'ammonium - Partie 2 : méthode spectrophotométrique au bleu d'indophénol (NF T90-015-2 Janvier 2000)";;;;"1";"Analyse réalisée sous accréditation";"0";"3";"Donnée contrôlée niveau 2 (données validées)";"1";"Correcte";;;;;"18750009500166";"AGENCE DE L'EAU SEINE-NORMANDIE";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON"
"03063000";"LA SEINE A ABLON-SUR-SEINE 2";"3";"Eau";"3";"Phase aqueuse de l'eau (filtrée, centrifugée...)";"20240321164144-PC-568570";2024-05-21;12:02:00;2024-05-22;09:13:00;"1335";"Ammonium";"0.05";"169";"mg(NH4)/L";"1";"Résultat > seuil de quantification et < au seuil de saturation";"2";"Laboratoire";;"0";"Difficultés inconnues";0.003;0.01;;40;;;"359";"Qualité de l'eau - Dosage de l'ammonium - Partie 2 : méthode spectrophotométrique au bleu d'indophénol (NF T90-015-2 Janvier 2000)";;;;"1";"Analyse réalisée sous accréditation";"0";"3";"Donnée contrôlée niveau 2 (données validées)";"1";"Correcte";;;;;"18750009500166";"AGENCE DE L'EAU SEINE-NORMANDIE";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON"
"03063000";"LA SEINE A ABLON-SUR-SEINE 2";"3";"Eau";"3";"Phase aqueuse de l'eau (filtrée, centrifugée...)";"20240404103734-PC-570308";2024-06-07;10:49:00;2024-06-08;08:07:00;"1335";"Ammonium";"0.04";"169";"mg(NH4)/L";"1";"Résultat > seuil de quantification et < au seuil de saturation";"2";"Laboratoire";;"0";"Difficultés inconnues";0.003;0.01;;40;;;"359";"Qualité de l'eau - Dosage de l'ammonium - Partie 2 : méthode spectrophotométrique au bleu d'indophénol (NF T90-015-2 Janvier 2000)";;;;"1";"Analyse réalisée sous accréditation";"0";"3";"Donnée contrôlée niveau 2 (données validées)";"1";"Correcte";;;;;"18750009500166";"AGENCE DE L'EAU SEINE-NORMANDIE";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON"
"03063000";"LA SEINE A ABLON-SUR-SEINE 2";"3";"Eau";"3";"Phase aqueuse de l'eau (filtrée, centrifugée...)";"20240605164835-PC-574026";2024-07-18;10:26:00;2024-07-19;08:52:00;"1335";"Ammonium";"0.03";"169";"mg(NH4)/L";"1";"Résultat > seuil de quantification et < au seuil de saturation";"2";"Laboratoire";;"0";"Difficultés inconnues";0.003;0.01;;40;;;"359";"Qualité de l'eau - Dosage de l'ammonium - Partie 2 : méthode spectrophotométrique au bleu d'indophénol (NF T90-015-2 Janvier 2000)";;;;"1";"Analyse réalisée sous accréditation";"0";"3";"Donnée contrôlée niveau 2 (données validées)";"1";"Correcte";;;;;"18750009500166";"AGENCE DE L'EAU SEINE-NORMANDIE";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON"
"03063000";"LA SEINE A ABLON-SUR-SEINE 2";"3";"Eau";"3";"Phase aqueuse de l'eau (filtrée, centrifugée...)";"20240607130423-PC-575460";2024-08-05;12:06:00;2024-08-06;08:17:00;"1335";"Ammonium";"0.04";"169";"mg(NH4)/L";"1";"Résultat > seuil de quantification et < au seuil de saturation";"2";"Laboratoire";;"0";"Difficultés inconnues";0.003;0.01;;40;;;"359";"Qualité de l'eau - Dosage de l'ammonium - Partie 2 : méthode spectrophotométrique au bleu d'indophénol (NF T90-015-2 Janvier 2000)";;;;"1";"Analyse réalisée sous accréditation";"0";"3";"Donnée contrôlée niveau 2 (données validées)";"1";"Correcte";;;;;"18750009500166";"AGENCE DE L'EAU SEINE-NORMANDIE";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON"
"03063000";"LA SEINE A ABLON-SUR-SEINE 2";"3";"Eau";"3";"Phase aqueuse de l'eau (filtrée, centrifugée...)";"20240710152033-PC-577847";2024-09-19;11:44:00;2024-09-20;09:16:00;"1335";"Ammonium";"0.04";"169";"mg(NH4)/L";"1";"Résultat > seuil de quantification et < au seuil de saturation";"2";"Laboratoire";;"0";"Difficultés inconnues";0.003;0.01;;40;;;"359";"Qualité de l'eau - Dosage de l'ammonium - Partie 2 : méthode spectrophotométrique au bleu d'indophénol (NF T90-015-2 Janvier 2000)";;;;"1";"Analyse réalisée sous accréditation";"0";"3";"Donnée contrôlée niveau 2 (données validées)";"1";"Correcte";;;;;"18750009500166";"AGENCE DE L'EAU SEINE-NORMANDIE";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON"
"03063000";"LA SEINE A ABLON-SUR-SEINE 2";"3";"Eau";"3";"Phase aqueuse de l'eau (filtrée, centrifugée...)";"20240808095807-PC-579962";2024-10-09;11:11:00;2024-10-10;11:35:00;"1335";"Ammonium";"0.04";"169";"mg(NH4)/L";"1";"Résultat > seuil de quantification et < au seuil de saturation";"2";"Laboratoire";;"0";"Difficultés inconnues";0.003;0.01;;40;;;"359";"Qualité de l'eau - Dosage de l'ammonium - Partie 2 : méthode spectrophotométrique au bleu d'indophénol (NF T90-015-2 Janvier 2000)";;;;"1";"Analyse réalisée sous accréditation";"0";"3";"Donnée contrôlée niveau 2 (données validées)";"1";"Correcte";;;;;"18750009500166";"AGENCE DE L'EAU SEINE-NORMANDIE";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON"
"03063000";"LA SEINE A ABLON-SUR-SEINE 2";"3";"Eau";"3";"Phase aqueuse de l'eau (filtrée, centrifugée...)";"20241018150123-PC-583672";2024-12-23;11:41:00;2024-12-24;02:06:00;"1335";"Ammonium";"0.07";"169";"mg(NH4)/L";"1";"Résultat > seuil de quantification et < au seuil de saturation";"2";"Laboratoire";;"0";"Difficultés inconnues";0.003;0.01;;40;;;"359";"Qualité de l'eau - Dosage de l'ammonium - Partie 2 : méthode spectrophotométrique au bleu d'indophénol (NF T90-015-2 Janvier 2000)";;;;"1";"Analyse réalisée sous accréditation";"0";"3";"Donnée contrôlée niveau 2 (données validées)";"1";"Correcte";;;;;"18750009500166";"AGENCE DE L'EAU SEINE-NORMANDIE";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON"
"03063000";"LA SEINE A ABLON-SUR-SEINE 2";"3";"Eau";"3";"Phase aqueuse de l'eau (filtrée, centrifugée...)";"20241209134506-PC-586784";2025-01-21;10:23:00;2025-01-22;03:10:00;"1335";"Ammonium";"0.04";"169";"mg(NH4)/L";"1";"Résultat > seuil de quantification et < au seuil de saturation";"2";"Laboratoire";;"0";"Difficultés inconnues";0.003;0.01;;40;;;"359";"Qualité de l'eau - Dosage de l'ammonium - Partie 2 : méthode spectrophotométrique au bleu d'indophénol (NF T90-015-2 Janvier 2000)";;;;"1";"Analyse réalisée sous accréditation";"0";"3";"Donnée contrôlée niveau 2 (données validées)";"1";"Correcte";;;;;"18750009500166";"AGENCE DE L'EAU SEINE-NORMANDIE";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON"
"03063000";"LA SEINE A ABLON-SUR-SEINE 2";"3";"Eau";"3";"Phase aqueuse de l'eau (filtrée, centrifugée...)";"20250113160144-PC-588135";2025-02-07;11:38:00;2025-02-08;11:05:00;"1335";"Ammonium";"0.08";"169";"mg(NH4)/L";"1";"Résultat > seuil de quantification et < au seuil de saturation";"2";"Laboratoire";;"0";"Difficultés inconnues";0.003;0.01;;40;;;"359";"Qualité de l'eau - Dosage de l'ammonium - Partie 2 : méthode spectrophotométrique au bleu d'indophénol (NF T90-015-2 Janvier 2000)";;;;"1";"Analyse réalisée sous accréditation";"0";"3";"Donnée contrôlée niveau 2 (données validées)";"1";"Correcte";;;;;"18750009500166";"AGENCE DE L'EAU SEINE-NORMANDIE";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON"
"03063000";"LA SEINE A ABLON-SUR-SEINE 2";"3";"Eau";"3";"Phase aqueuse de l'eau (filtrée, centrifugée...)";"20250130140014-PC-589284";2025-03-14;11:16:00;2025-03-15;15:19:00;"1335";"Ammonium";"0.04";"169";"mg(NH4)/L";"1";"Résultat > seuil de quantification et < au seuil de saturation";"2";"Laboratoire";;"0";"Difficultés inconnues";0.003;0.01;;40;;;"359";"Qualité de l'eau - Dosage de l'ammonium - Partie 2 : méthode spectrophotométrique au bleu d'indophénol (NF T90-015-2 Janvier 2000)";;;;"1";"Analyse réalisée sous accréditation";"0";"3";"Donnée contrôlée niveau 2 (données validées)";"1";"Correcte";;;;;"18750009500166";"AGENCE DE L'EAU SEINE-NORMANDIE";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON"
"03063000";"LA SEINE A ABLON-SUR-SEINE 2";"3";"Eau";"3";"Phase aqueuse de l'eau (filtrée, centrifugée...)";"20250307182627-PC-591464";2025-04-09;12:19:00;2025-04-10;16:19:00;"1335";"Ammonium";"0.04";"169";"mg(NH4)/L";"1";"Résultat > seuil de quantification et < au seuil de saturation";"2";"Laboratoire";;"0";"Difficultés inconnues";0.003;0.01;;40;;;"359";"Qualité de l'eau - Dosage de l'ammonium - Partie 2 : méthode spectrophotométrique au bleu d'indophénol (NF T90-015-2 Janvier 2000)";;;;"1";"Analyse réalisée sous accréditation";"0";"3";"Donnée contrôlée niveau 2 (données validées)";"1";"Correcte";;;;;"18750009500166";"AGENCE DE L'EAU SEINE-NORMANDIE";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON"
"03063000";"LA SEINE A ABLON-SUR-SEINE 2";"3";"Eau";"3";"Phase aqueuse de l'eau (filtrée, centrifugée...)";"20250415145939-PC-593905";2025-05-16;10:48:00;2025-05-17;10:29:00;"1335";"Ammonium";"0.07";"169";"mg(NH4)/L";"1";"Résultat > seuil de quantification et < au seuil de saturation";"2";"Laboratoire";;"0";"Difficultés inconnues";0.003;0.01;;40;;;"359";"Qualité de l'eau - Dosage de l'ammonium - Partie 2 : méthode spectrophotométrique au bleu d'indophénol (NF T90-015-2 Janvier 2000)";;;;"1";"Analyse réalisée sous accréditation";"0";"3";"Donnée contrôlée niveau 2 (données validées)";"1";"Correcte";;;;;"18750009500166";"AGENCE DE L'EAU SEINE-NORMANDIE";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON"
"03063000";"LA SEINE A ABLON-SUR-SEINE 2";"3";"Eau";"3";"Phase aqueuse de l'eau (filtrée, centrifugée...)";"20250507174326-PC-596502";2025-06-06;11:22:00;2025-06-07;10:10:00;"1335";"Ammonium";"0.09";"169";"mg(NH4)/L";"1";"Résultat > seuil de quantification et < au seuil de saturation";"2";"Laboratoire";;"0";"Difficultés inconnues";0.003;0.01;;40;;;"359";"Qualité de l'eau - Dosage de l'ammonium - Partie 2 : méthode spectrophotométrique au bleu d'indophénol (NF T90-015-2 Janvier 2000)";;;;"1";"Analyse réalisée sous accréditation";"0";"3";"Donnée contrôlée niveau 2 (données validées)";"1";"Correcte";;;;;"18750009500166";"AGENCE DE L'EAU SEINE-NORMANDIE";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON"
"03063000";"LA SEINE A ABLON-SUR-SEINE 2";"3";"Eau";"3";"Phase aqueuse de l'eau (filtrée, centrifugée...)";"20250514143659-PC-597198";2025-07-10;09:44:00;2025-07-11;11:19:00;"1335";"Ammonium";"0.04";"169";"mg(NH4)/L";"1";"Résultat > seuil de quantification et < au seuil de saturation";"2";"Laboratoire";;"0";"Difficultés inconnues";0.003;0.01;;40;;;"359";"Qualité de l'eau - Dosage de l'ammonium - Partie 2 : méthode spectrophotométrique au bleu d'indophénol (NF T90-015-2 Janvier 2000)";;;;"1";"Analyse réalisée sous accréditation";"0";"3";"Donnée contrôlée niveau 2 (données validées)";"1";"Correcte";;;;;"18750009500166";"AGENCE DE L'EAU SEINE-NORMANDIE";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON"
"03063000";"LA SEINE A ABLON-SUR-SEINE 2";"3";"Eau";"3";"Phase aqueuse de l'eau (filtrée, centrifugée...)";"20250519114846-PC-598267";2025-08-07;11:00:00;2025-08-08;09:48:00;"1335";"Ammonium";"0.01";"169";"mg(NH4)/L";"10";"Résultat < au seuil de quantification";"2";"Laboratoire";;"0";"Difficultés inconnues";0.003;0.01;;40;;;"359";"Qualité de l'eau - Dosage de l'ammonium - Partie 2 : méthode spectrophotométrique au bleu d'indophénol (NF T90-015-2 Janvier 2000)";;;;"1";"Analyse réalisée sous accréditation";"0";"3";"Donnée contrôlée niveau 2 (données validées)";"1";"Correcte";;;;;"18750009500166";"AGENCE DE L'EAU SEINE-NORMANDIE";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON"
"03063000";"LA SEINE A ABLON-SUR-SEINE 2";"3";"Eau";"3";"Phase aqueuse de l'eau (filtrée, centrifugée...)";"20250717135928-PC-602664";2025-09-12;10:34:00;2025-09-13;13:26:00;"1335";"Ammonium";"0.05";"169";"mg(NH4)/L";"1";"Résultat > seuil de quantification et < au seuil de saturation";"2";"Laboratoire";;"0";"Difficultés inconnues";0.003;0.01;;40;;;"359";"Qualité de l'eau - Dosage de l'ammonium - Partie 2 : méthode spectrophotométrique au bleu d'indophénol (NF T90-015-2 Janvier 2000)";;;;"1";"Analyse réalisée sous accréditation";"0";"3";"Donnée contrôlée niveau 2 (données validées)";"1";"Correcte";;;;;"18750009500166";"AGENCE DE L'EAU SEINE-NORMANDIE";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON"
"03063000";"LA SEINE A ABLON-SUR-SEINE 2";"3";"Eau";"3";"Phase aqueuse de l'eau (filtrée, centrifugée...)";"20250805122348-PC-604787";2025-10-09;11:25:00;2025-10-10;08:01:00;"1335";"Ammonium";"0.04";"169";"mg(NH4)/L";"1";"Résultat > seuil de quantification et < au seuil de saturation";"2";"Laboratoire";;"0";"Difficultés inconnues";0.003;0.01;;40;;;"359";"Qualité de l'eau - Dosage de l'ammonium - Partie 2 : méthode spectrophotométrique au bleu d'indophénol (NF T90-015-2 Janvier 2000)";;;;"1";"Analyse réalisée sous accréditation";"0";"3";"Donnée contrôlée niveau 2 (données validées)";"1";"Correcte";;;;;"18750009500166";"AGENCE DE L'EAU SEINE-NORMANDIE";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON";"41054531300042";"CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON"
